,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worldwide_gross_income,metascore,reviews_from_users,reviews_from_critics
60957,tt1932767,What Maisie Knew,What Maisie Knew,2012,2013-08-23,Drama,99,USA,English,"Scott McGehee, David Siegel","Nancy Doyne, Carroll Cartwright",Red Crown Productions,"Julianne Moore, Steve Coogan, Alexander Skarsgård, Joanna Vanderham, Onata Aprile, Sadie Rae, Jesse Stone Spadaccini, Diana García, Amelia Campbell, Maddie Corman, Paddy Croft, Trevor Long, Emma Holzer, Nadia Gan, Samantha Buck","In New York City, a young girl is caught in the middle of her parents' bitter custody battle.",7.4,25844,6000000.0,1066471.0,2711379.0,74.0,94.0,173.0
60976,tt1935089,Blind,Blind,2017,2017-08-24,"Drama, Romance",98,USA,English,Michael Mailer,"John Buffalo Mailer, Diane Fisher",Michael Mailer Films,"Alec Baldwin, Demi Moore, Steven Prescod, Eden Epstein, Dylan McDermott, James McCaffrey, Viva Bianca, Drew Moerlein, John Buffalo Mailer, Gerardo Rodriguez, Chloe Goutal, Valence Thomas, Jabari Gray, Rae Ritke, Dorothy Lyman",A novelist blinded in a car crash which killed his wife rediscovers his passion for both life and writing when he embarks on an affair with the neglected wife of an indicted businessman.,5.8,3159,2500000.0,12522.0,98280.0,36.0,22.0,20.0
60981,tt1935179,Mud,Mud,2012,2013-05-10,Drama,130,USA,English,Jeff Nichols,Jeff Nichols,Lionsgate,"Matthew McConaughey, Reese Witherspoon, Tye Sheridan, Jacob Lofland, Sam Shepard, Ray McKinnon, Sarah Paulson, Michael Shannon, Joe Don Baker, Paul Sparks, Bonnie Sturdivant, Stuart Greer, John Ward Jr., Kristy Barrington, Johnny Cheek",Two young boys encounter a fugitive and form a pact to help him evade the vigilantes that are on his trail and to reunite him with his true love.,7.4,159117,10000000.0,21590086.0,32613173.0,76.0,294.0,388.0
60996,tt1935902,The Brass Teapot,The Brass Teapot,2012,2013-04-15,"Comedy, Fantasy, Thriller",101,USA,English,Ramaa Mosley,"Tim Macy, Ramaa Mosley",Atlantic Pictures (II),"Juno Temple, Michael Angarano, Alexis Bledel, Billy Magnussen, Alia Shawkat, Bobby Moynihan, Steve Park, Ben Rappaport, Lucy Walters, Jack McBrayer, Debra Monk, Michael Delaney, Tara Copeland, Thomas Middleditch, Bob McClure","When a couple discovers that a brass teapot makes them money whenever they hurt themselves, they must come to terms with how far they are willing to go.",6.4,13974,900000.0,6997.0,245027.0,43.0,44.0,62.0
61020,tt1939659,Carrie,Carrie,2013,2013-11-29,"Drama, Horror",100,USA,English,Kimberly Peirce,"Lawrence D. Cohen, Roberto Aguirre-Sacasa",Metro-Goldwyn-Mayer (MGM),"Julianne Moore, Chloë Grace Moretz, Gabriella Wilde, Portia Doubleday, Zoë Belkin, Samantha Weinstein, Karissa Strain, Katie Strain, Ansel Elgort, Demetrius Joyette, Judy Greer, Barry Shabaka Henley, Arlene Mazerolle, Evan Gilchrist, Eddie Max Huband","A shy girl, outcasted by her peers and sheltered by her religious mother, unleashes telekinetic terror on her small town after being pushed too far at her senior prom.",5.9,127639,30000000.0,35266619.0,84790678.0,53.0,423.0,373.0
61056,tt1945062,About Cherry,About Cherry,2012,2012-08-09,Drama,98,USA,English,Stephen Elliott,"Stephen Elliott, Lorelei Lee",Enderby Entertainment,"Ashley Hinshaw, Lili Taylor, Dev Patel, Diane Farr, Jonny Weston, James Franco, Heather Graham, Maya Raines, Vincent Palo, Elana Krausz, Isaac Fitzberald, Lorelei Lee, K. Lee, Princess Donna, Sensi Pearl","A troubled young woman moves to San Francisco, where she becomes involved in pornography and aligns herself with a cocaine-addicted lawyer.",4.8,9316,2500000.0,3003.0,8315.0,33.0,41.0,51.0
61059,tt1945087,In Our Nature,In Our Nature,2012,2012-03-10,Drama,103,USA,English,Brian Savelson,Brian Savelson,Film Science,"Zach Gilford, Jena Malone, John Slattery, Gabrielle Union, David Ilku, Lisa Velten Smith, Lola Cook, Hudson Price",A scheduling mistake leads to an estranged father and son sharing a vacation home with their respective girlfriends.,5.7,707,1000000.0,6543.0,6543.0,51.0,8.0,18.0
61106,tt1951264,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,2013,2013-11-21,"Action, Adventure, Sci-Fi",146,USA,English,Francis Lawrence,"Simon Beaufoy, Michael Arndt",Color Force,"Jennifer Lawrence, Liam Hemsworth, Jack Quaid, Taylor St. Clair, Sandra Ellis Lafferty, Woody Harrelson, Josh Hutcherson, Paula Malcomson, Willow Shields, Donald Sutherland, Elizabeth Banks, Bruce Bundy, Nelson Ascencio, Lenny Kravitz, Stanley Tucci",Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,7.5,584383,130000000.0,424668047.0,865011746.0,76.0,698.0,520.0
61107,tt1951265,The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 1,2014,2014-11-20,"Action, Adventure, Sci-Fi",123,USA,English,Francis Lawrence,"Peter Craig, Danny Strong",Color Force,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Donald Sutherland, Philip Seymour Hoffman, Julianne Moore, Willow Shields, Sam Claflin, Elizabeth Banks, Mahershala Ali, Jena Malone, Jeffrey Wright, Paula Malcomson, Stanley Tucci","Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.",6.6,387546,125000000.0,337135885.0,755356711.0,64.0,594.0,427.0
61108,tt1951266,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,2015,2015-11-19,"Action, Adventure, Sci-Fi",137,USA,English,Francis Lawrence,"Peter Craig, Danny Strong",Color Force,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Donald Sutherland, Philip Seymour Hoffman, Julianne Moore, Willow Shields, Sam Claflin, Elizabeth Banks, Mahershala Ali, Jena Malone, Jeffrey Wright, Paula Malcomson, Stanley Tucci",Katniss and a team of rebels from District 13 prepare for the final battle that will decide the fate of Panem.,6.5,260907,160000000.0,281723902.0,653428261.0,65.0,435.0,422.0
61115,tt1954352,Crooked Arrows,Crooked Arrows,2012,2012-05-18,"Drama, Sport",105,USA,English,Steve Rash,"Brad Riddell, Todd Baird",Sports Studio,"Brandon Routh, Gil Birmingham, Crystal Allen, Chelsea Ricketts, Kachina Dechert, Tom Kemp, Lonnie Farmer, Cindy Lentol, Dennis Ambriz, Talyn Fiore, Michael Hudson, Tyler Hill, Matthew Eriksen, Robert Coffie, Gina Field",A story centered on a Native American lacrosse team making its way through a prep school league tournament.,5.9,1766,13000000.0,1832541.0,1832541.0,42.0,15.0,22.0
61159,tt1959490,Noah,Noah,2014,2014-04-04,"Action, Adventure, Drama",138,USA,English,Darren Aronofsky,"Darren Aronofsky, Ari Handel",Paramount Pictures,"Russell Crowe, Jennifer Connelly, Ray Winstone, Anthony Hopkins, Emma Watson, Logan Lerman, Douglas Booth, Nick Nolte, Mark Margolis, Kevin Durand, Leo McHugh Carroll, Marton Csokas, Finn Wittrock, Madison Davenport, Gavin Casalegno",Noah (Russell Crowe) is chosen by God to undertake a momentous mission before an apocalyptic flood cleanses the world.,5.8,232612,125000000.0,101200044.0,359200044.0,68.0,1360.0,443.0
61201,tt1966359,Father Figures,Father Figures,2017,2018-02-16,"Comedy, Drama, Sport",113,USA,English,Lawrence Sher,Justin Malen,Alcon Entertainment,"Robert Jon Mello, Ed Helms, Retta, Zachary Haven, Mary Grill, Glenn Close, Ann McKenzie, Owen Wilson, Jessica Gomes, Harry Shearer, Sarah Skeist, Jo Helton, Terry Bradshaw, Debra Stipe, Ving Rhames","Upon learning that their mother has been lying to them for years about their allegedly deceased father, two fraternal twin brothers hit the road in order to find him.",5.5,15323,25000000.0,17501244.0,25601244.0,22.0,95.0,57.0
61210,tt1967545,Labor Day,Labor Day,2013,2014-03-21,"Drama, Romance",111,USA,English,Jason Reitman,"Jason Reitman, Joyce Maynard",Indian Paintbrush,"Kate Winslet, Josh Brolin, Gattlin Griffith, Tobey Maguire, Tom Lipinski, Maika Monroe, Clark Gregg, James Van Der Beek, J.K. Simmons, Brooke Smith, Brighid Fleming, Alexie Gilmore, Lucas Hedges, Micah Fowler, Chandra Thomas","Depressed single mom Adele and her son Henry offer a wounded, fearsome man a ride. As police search town for the escaped convict, the mother and son gradually learn his true story as their options become increasingly limited.",6.9,40001,18000000.0,13371528.0,20275812.0,52.0,121.0,221.0
61212,tt1967614,The Comedian,The Comedian,2016,2017-02-03,"Comedy, Drama",120,USA,English,Taylor Hackford,"Art Linson, Jeffrey Ross",Cinelou Films,"Robert De Niro, Leslie Mann, Harvey Keitel, Edie Falco, Danny DeVito, Patti LuPone, Charles Grodin, Cloris Leachman, Lucy DeVito, Billy Crystal, Veronica Ferres, Lois Smith, Marylouise Burke, Stewart Steinberg, Tom Morrissey",A look at the life of an aging insult comic named Jack Burke.,5.7,6191,15000000.0,1659002.0,1659002.0,40.0,70.0,77.0
61217,tt1969062,Infinitely Polar Bear,Infinitely Polar Bear,2014,2015-06-19,"Comedy, Drama, Romance",90,USA,English,Maya Forbes,Maya Forbes,Paper Street Films,"Mark Ruffalo, Zoe Saldana, Imogene Wolodarsky, Ashley Aufderheide, Nekhebet Kum Juch, Manoah Angelo, Muriel Gould, Tod Randolph, Beth Dixon, Keir Dullea, Georgia Lyman, Paul Elias, Chris Papavasiliou, Patrick Shea, Liam McNeill","A father struggling with bipolar disorder tries to win back his wife by attempting to take full responsibility of their two young, spirited daughters, who don't make the overwhelming task any easier.",7.0,14210,6700000.0,1430655.0,1824678.0,64.0,60.0,102.0
61226,tt1971352,Compliance,Compliance,2012,2013-03-22,"Biography, Crime, Drama",90,USA,English,Craig Zobel,Craig Zobel,Bad Cop Bad Cop Film Productions,"Ann Dowd, Matt Servitto, Dreama Walker, Pat Healy, Philip Ettinger, Ashlie Atkinson, Nikiya Mathis, Ralph Rodriguez, Stephen Payne, Bill Camp, Amelia Fowler, John Merolla, James McCaffrey, Desmin Borges, Matt Skibiak","A normal Friday service at a fast food restaurant becomes interrupted by a police officer who claims an employee stole from a customer, but something more sinister is going on.",6.4,29199,270000.0,319285.0,592116.0,68.0,199.0,294.0
61240,tt1972779,The Best of Me,The Best of Me,2014,2014-10-15,"Drama, Romance",118,USA,English,Michael Hoffman,"Nicholas Sparks, Will Fetters",DiNovi Pictures,"Michelle Monaghan, James Marsden, Luke Bracey, Liana Liberato, Gerald McRaney, Caroline Goodall, Clarke Peters, Sebastian Arcelus, Jon Tenney, Sean Bridgers, Rob Mello, Hunter Burke, Robby Rasmussen, Caroline Hebert, Ian Nelson",A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,6.7,61405,26000000.0,26766213.0,35926213.0,29.0,138.0,90.0
61252,tt1974420,Rules Don't Apply,Rules Don't Apply,2016,2017-04-21,"Comedy, Drama, Romance",127,USA,English,Warren Beatty,"Warren Beatty, Warren Beatty",New Regency Pictures,"Steve Tom, Paul Sorvino, Peter Mackenzie, Ivar Brogger, Dan Desmond, Alden Ehrenreich, Matthew Broderick, Candice Bergen, Martin Sheen, Hart Bochner, Karl Florine, Annette Bening, Lily Collins, Madisyn Ritland, Louise Linton","The unconventional love story of an aspiring actress, her ambitious driver, and their eccentric boss, the legendary billionaire",5.7,8261,25000000.0,3652206.0,3885342.0,60.0,73.0,145.0
61299,tt1979376,Toy Story 4,Toy Story 4,2019,2019-06-21,"Animation, Adventure, Comedy",100,USA,English,Josh Cooley,"John Lasseter, Andrew Stanton",Pixar Animation Studios,"Tom Hanks, Tim Allen, Annie Potts, Tony Hale, Keegan-Michael Key, Madeleine McGraw, Christina Hendricks, Jordan Peele, Keanu Reeves, Ally Maki, Jay Hernandez, Lori Alan, Joan Cusack, Bonnie Hunt, Kristen Schaal","When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",7.9,130535,200000000.0,433956983.0,1073168585.0,84.0,1089.0,341.0
61301,tt1979388,The Good Dinosaur,The Good Dinosaur,2015,2015-11-27,"Animation, Adventure, Comedy",93,USA,English,Peter Sohn,"Bob Peterson, Peter Sohn",Pixar Animation Studios,"Jeffrey Wright, Frances McDormand, Maleah Nipay-Padilla, Ryan Teeple, Jack McGraw, Marcus Scribner, Raymond Ochoa, Jack Bright, Peter Sohn, Steve Zahn, Mandy Freund, Steven Clay Hunter, A.J. Buckley, Anna Paquin, Sam Elliott","In a world where dinosaurs and humans live side-by-side, an Apatosaurus named Arlo makes an unlikely human friend.",6.7,93805,200000000.0,123087120.0,332207671.0,66.0,443.0,331.0
61307,tt1980209,Pain & Gain,Pain & Gain,2013,2013-08-30,"Comedy, Crime, Drama",129,USA,English,Michael Bay,"Christopher Markus, Stephen McFeely",Paramount Pictures,"Mark Wahlberg, Dwayne Johnson, Anthony Mackie, Tony Shalhoub, Ed Harris, Rob Corddry, Bar Paly, Rebel Wilson, Ken Jeong, Michael Rispoli, Keili Lefkovitz, Emily Rutherfurd, Larry Hankin, Tony Plana, Peter Stormare",A trio of bodybuilders in Florida get caught up in an extortion ring and a kidnapping scheme that goes terribly wrong.,6.4,190928,26000000.0,49875291.0,86175291.0,45.0,309.0,345.0
61311,tt1980929,Begin Again,Begin Again,2013,2014-07-11,"Comedy, Drama, Music",104,USA,English,John Carney,John Carney,Exclusive Media Group,"James Corden, Keira Knightley, Mark Ruffalo, Hailee Steinfeld, Yasiin Bey, Karen Pittman, Paul Romero, Catherine Keener, Andrew Sellon, Ed Renninger, Eric Burton, Adam Levine, Marco Assante, Mary Catherine Garrison, Jen Jacob","A chance encounter between a disgraced music-business executive and a young singer-songwriter, new to Manhattan, turns into a promising collaboration between the two talents.",7.4,132686,8000000.0,16170632.0,63464861.0,62.0,247.0,291.0
61321,tt1981115,Thor: The Dark World,Thor: The Dark World,2013,2013-10-30,"Action, Adventure, Fantasy",112,USA,English,Alan Taylor,"Christopher L. Yost, Christopher Markus",Marvel Studios,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins, Christopher Eccleston, Jaimie Alexander, Zachary Levi, Ray Stevenson, Tadanobu Asano, Idris Elba, Rene Russo, Adewale Akinnuoye-Agbaje, Kat Dennings, Stellan Skarsgård, Alice Krige","When the Dark Elves attempt to plunge the universe into darkness, Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster.",6.9,557492,170000000.0,206362140.0,644783140.0,54.0,649.0,515.0
61328,tt1981677,Pitch Perfect,Pitch Perfect,2012,2012-12-21,"Comedy, Music, Romance",112,USA,English,Jason Moore,"Kay Cannon, Mickey Rapkin",Brownstone Productions (II),"Anna Kendrick, Skylar Astin, Ben Platt, Brittany Snow, Anna Camp, Rebel Wilson, Alexis Knapp, Ester Dean, Hana Mae Lee, Kelley Jakle, Wanetah Walmsley, Shelley Regner, Caroline Fourmy, Nicole Lovince, Adam Devine","Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition.",7.2,261867,17000000.0,65001093.0,115350426.0,66.0,305.0,233.0
61341,tt1985017,Atlas Shrugged II: The Strike,Atlas Shrugged II: The Strike,2012,2012-10-12,"Drama, Mystery, Sci-Fi",111,USA,English,John Putch,"Duke Sandefur, Brian Patrick O'Toole",Atlas 2 Productions,"Diedrich Bader, Jason Beghe, Jordana Capra, Jennifer Cortese, Rebecca Dunn, Patrick Fabian, Mel Fair, Kip Gilman, Martin Grey, Arye Gross, Michael Gross, Bug Hall, Alexa Hamilton, Amy Hedrick, Kevin M. Horton",Railroad owner Dagny Taggart and steel mogul Henry Rearden search desperately for the inventor of a revolutionary motor as the U.S. government continues to spread its control over the national economy.,5.4,6495,10000000.0,3336053.0,3336053.0,26.0,123.0,23.0
61396,tt1990181,Brake,Brake,2012,2012-05-17,Thriller,92,USA,English,Gabe Torres,Timothy Mannion,Walking West Entertainment,"Stephen Dorff, Chyler Leigh, JR Bourne, Tom Berenger, Bobby Tomberlin, Kali Rocha, King Orba, Pruitt Taylor Vince, Sammy Sheik, Kent Shocknek, Jaylen Moore, Stephen J. Bridgewater, Matthew Pollino, Jason Raphael",A Secret Service Agent is held captive in the trunk of a car and endures mental and physical torture as terrorists attempt to extract information for their plot against the President of the United States.,6.1,11086,500000.0,4876.0,102819.0,38.0,81.0,64.0
61400,tt1990314,Robot & Frank,Robot & Frank,2012,2013-03-08,"Comedy, Crime, Drama",89,USA,English,Jake Schreier,Christopher Ford,Dog Run Pictures,"Frank Langella, James Marsden, Liv Tyler, Peter Sarsgaard, Susan Sarandon, Jeremy Strong, Jeremy Sisto, Rachael Ma, Bonnie Bentley, Ana Gasteyer, Katherine Waterston, Dario Barosso, Joshua Ormond, James D. Compton, Dana Morgan","In the near future, an ex-jewel thief receives a gift from his son: a robot butler programmed to look after him. But soon the two companions try their luck as a heist team.",7.1,59903,2500000.0,3325038.0,4806423.0,67.0,105.0,257.0
61424,tt1995260,Battlefield America,Battlefield America,2012,2012-06-21,"Drama, Musical",106,USA,English,Chris Stokes,"Marques Houston, Chris Stokes",Brian & Barrett Pictures,"Marques Houston, Mekia Cox, Lynn Whitfield, Tristen M. Carter, Chandler Kinney, Tracey Heggins, Christopher Jones, JoJo Wright, Valarie Pettiford, Gary Anthony Sturgis, Kida Burns, Neiko Keiyan, Gavin Pecson, Adam Cravens, Zach Belandres","A young businessman who lands a community service sentence falls in with a group of misfit kids who need mentoring. With the help of a pro instructor, he works to get the kids ready for a big underground dance competition.",2.5,1369,15000000.0,172000.0,252805.0,31.0,6.0,16.0
61425,tt1995304,Fat Kid Rules the World,Fat Kid Rules the World,2012,2012-03-09,"Comedy, Drama",98,USA,English,Matthew Lillard,"Michael M.B. Galvin, Peter Speakman",Whippany Park Productions,"Jacob Wysocki, Matt O'Leary, Billy Campbell, Dylan Arnold, Tyler Trerise, Russell Hodgkinson, Sean Donavan, Julian Gavilanes, Lili Simmons, Jeffrey Doornbos, Lino Marioni, Michael Loftus, Stephanie Sarreal Park, Duane Cawthon, Frances Hearn",A dropout comes to the aid of a chubby and suicidal high-school kid by recruiting him as the drummer for his upstart punk-rock band.,6.4,3181,750000.0,41000.0,41000.0,54.0,12.0,40.0
