,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worldwide_gross_income,metascore,reviews_from_users,reviews_from_critics
45634,tt0443489,Dreamgirls,Dreamgirls,2006,2007-02-02,"Drama, Music, Musical",130,USA,English,Bill Condon,"Tom Eyen, Bill Condon",DreamWorks,"Jamie Foxx, Beyoncé, Eddie Murphy, Danny Glover, Jennifer Hudson, Anika Noni Rose, Keith Robinson, Sharon Leal, Hinton Battle, Mariah Iman Wilson, Yvette Cason, Ken Page, Ralph Louis Harris, Michael-Leon Wooley, Loretta Devine","A trio of black female soul singers cross over to the pop charts in the early 1960s, facing their own personal struggles along the way.",6.5,65373,70000000.0,103365956.0,154937680.0,76.0,521.0,236.0
45636,tt0443496,Edmond,Edmond,2005,2006-11-24,"Drama, Thriller",82,USA,English,Stuart Gordon,"David Mamet, David Mamet",120dB Films,"William H. Macy, Frances Bay, Rebecca Pidgeon, Joe Mantegna, Denise Richards, Wendy Thompson, Vincent Guastaferro, Bai Ling, Matt Landers, Dulé Hill, Russell Hornsby, Aldis Hodge, Debi Mazar, Mena Suvari, Jeffrey Combs",A fortune-tellers teasing rumination sends Edmond Burke lurching into New York City's hellish underworld.,6.2,10861,10000000.0,131719.0,243524.0,61.0,121.0,87.0
45638,tt0443506,Film Geek,Film Geek,2005,2005-01-28,Comedy,78,USA,English,James Westby,James Westby,Parkwood East Productions,"Melik Malkasian, Ritah Parrish, John Breen, Dennis Adkins, Tara Walker, Taylor Nida, Daphne Carver, Kristen Torrianni, Michelle Garner, Michael Ramirez, Jack Ryan, Kim Hill, Tyler Gannon, Leslie Taylor, Tony St. Clair","The story of Scotty Pelk, a socially inept video store clerk who gets fired from his job and becomes a sensation as an online film critic.",6.1,1043,10000.0,17341.0,17341.0,35.0,23.0,32.0
45656,tt0443632,The Sentinel,The Sentinel,2006,2006-09-01,"Action, Crime, Thriller",108,USA,English,Clark Johnson,"George Nolfi, Gerald Petievich",Twentieth Century Fox,"Michael Douglas, Kiefer Sutherland, Eva Longoria, Martin Donovan, Ritchie Coster, Kim Basinger, Blair Brown, David Rasche, Kristin Lehman, Raynor Scheine, Chuck Shamata, Paul Calderon, Clark Johnson, Raoul Bhaneja, Yanna McIntosh",A Secret Service agent is framed as the mole in an assassination attempt on the President. He must clear his name and foil another assassination attempt while on the run from a Secret Service Protective Intelligence Division agent.,6.1,46336,60000000.0,36280697.0,77920346.0,49.0,224.0,163.0
45664,tt0443706,Zodiac,Zodiac,2007,2007-05-18,"Crime, Drama, Mystery",157,USA,English,David Fincher,"James Vanderbilt, Robert Graysmith",Paramount Pictures,"Jake Gyllenhaal, Mark Ruffalo, Anthony Edwards, Robert Downey Jr., Brian Cox, John Carroll Lynch, Richmond Arquette, Bob Stephenson, John Lacy, Chloë Sevigny, Ed Setrakian, John Getz, John Terry, Candy Clark, Elias Koteas","In the late 1960s/early 1970s, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",7.7,407046,65000000.0,33080084.0,84785914.0,78.0,698.0,403.0
45740,tt0445990,Invincible,Invincible,2006,2006-08-25,"Biography, Drama, Sport",105,USA,English,Ericson Core,Brad Gann,Walt Disney Pictures,"Mark Wahlberg, Greg Kinnear, Elizabeth Banks, Kevin Conway, Michael Rispoli, Kirk Acevedo, Dov Davidoff, Michael Kelly, Sal Darigo, Nicoye Banks, Turron Kofi Alleyne, Cosmo DeMatteo, Stink Fisher, Michael Mulheren, Michael Nouri","Based on the story of Vince Papale, a 30-year-old bartender from South Philadelphia who overcame long odds to play for the NFL's Philadelphia Eagles in 1976.",7.1,61924,40000000.0,57806952.0,58480828.0,63.0,155.0,123.0
45746,tt0446046,Take the Lead,Take the Lead,2006,2006-04-14,"Drama, Music",118,USA,English,Liz Friedlander,Dianne Houston,New Line Cinema,"Antonio Banderas, Rob Brown, Yaya DaCosta, Alfre Woodard, John Ortiz, Laura Benanti, Jonathan Malen, Jasika Nicole, Shawand McKenzie, Dante Basco, Elijah Kelley, Jenna Dewan, Marcus T. Paulk, Brandon D. Andrews, Lauren Collins",The real story of a dance teacher who believed in the talent of a group of problem kids.,6.6,24014,30000000.0,34742066.0,65742992.0,55.0,130.0,103.0
45771,tt0446676,Deal,Deal,2008,2008-06-12,Drama,85,USA,English,Gil Cates Jr.,"Gil Cates Jr., Marc Weinstock",Metro-Goldwyn-Mayer (MGM),"Burt Reynolds, Bret Harrison, Shannon Elizabeth, Maria Mason, Gary Grubbs, Caroline McKinley, Charles Durning, Brandon Ray Olive, Jennifer Tilly, Jon Eyez, J.D. Evermore, Mike Sexton, Vincent Van Patten, Phil Laak, Antonio Esfandiari","As an ex-gambler teaches a hot-shot college kid some things about playing cards, he finds himself pulled into the world series of poker, where his protégé is his toughest competition.",5.4,4273,5000000.0,61626.0,78731.0,35.0,23.0,26.0
45817,tt0448075,The Night Listener,The Night Listener,2006,2006-09-15,"Crime, Drama, Mystery",91,USA,English,Patrick Stettner,"Armistead Maupin, Terry Anderson",Hart Sharp Entertainment,"Robin Williams, Toni Collette, Joe Morton, Bobby Cannavale, Rory Culkin, Sandra Oh, Rodrigo Lopresti, John Cullum, Lisa Emery, Guenia Lemos, Marcia Haufrecht, Nick Gregory, Ed Jewett, Becky Ann Baker, Billy Van","In the midst of his crumbling relationship, a radio show host begins speaking to his biggest fan, a young boy, via the telephone. But when questions about the boy's identity come up, the host's life is thrown into chaos.",5.9,14239,4000000.0,7836393.0,10639686.0,51.0,164.0,127.0
45829,tt0448166,Two Weeks,Two Weeks,2006,2006-10-20,"Comedy, Drama",102,USA,English,Steve Stockman,Steve Stockman,Metro-Goldwyn-Mayer (MGM),"Sally Field, Ben Chaplin, Lauren Aboulafia, Julianne Nicholson, Tom Cavanagh, James Murtaugh, Amy Leigh Hubbard, Terrence E. McNally, Michael Hyatt, Glenn Howerton, Clea DuVall, Jenny O'Hara, Susan Misner, Anna Grace Smith, Jeffrey Reagan Johnson","In this bittersweet comedy, four adult siblings gather at their dying mother's house in North Carolina for what they expect to be a quick, last goodbye. Instead, they find themselves trapped-- together -- for two weeks.",6.5,1796,2400000.0,47986.0,47986.0,44.0,17.0,35.0
45859,tt0449059,Little Miss Sunshine,Little Miss Sunshine,2006,2006-09-08,"Comedy, Drama",101,USA,English,"Jonathan Dayton, Valerie Faris",Michael Arndt,Fox Searchlight Pictures,"Abigail Breslin, Greg Kinnear, Paul Dano, Alan Arkin, Toni Collette, Steve Carell, Marc Turtletaub, Jill Talley, Brenda Canela, Julio Oscar Mechoso, Chuck Loring, Justin Shilton, Gordon Thomson, Steven Christopher Parker, Bryan Cranston",A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,7.8,416727,8000000.0,59891098.0,100523181.0,80.0,924.0,250.0
45863,tt0449086,Dominion: Prequel to the Exorcist,Dominion: Prequel to the Exorcist,2005,2005-08-01,"Drama, Horror, Thriller",117,USA,English,Paul Schrader,"William Wisher, Caleb Carr",Morgan Creek Entertainment,"Stellan Skarsgård, Gabriel Mann, Clara Bellar, Billy Crawford, Ralph Brown, Israel Oyelumade, Andrew French, Antonie Kamerling, Julian Wadham, Eddie Osei, Ilario Bisi-Pedro, Niall Refoy, Lorenzo Camporese, Burt Caesar, Marcello Santoni","Years before Father Lankester Merrin helped save Regan MacNeil's soul, he first encounters the demon Pazuzu in East Africa. Merrin's initial battle with Pazuzu leads to the rediscovery of his faith.",5.2,9918,30000000.0,251495.0,251495.0,55.0,137.0,82.0
45919,tt0450340,Unknown,Unknown,2006,2007-04-13,"Crime, Drama, Mystery",85,USA,English,Simon Brand,Matthew Waynee,Rick Lashbrook Films,"Jim Caviezel, Greg Kinnear, Bridget Moynahan, Joe Pantoliano, Barry Pepper, Jeremy Sisto, Peter Stormare, Chris Mulkey, Clayne Crawford, Kevin Chapman, Mark Boone Junior, Wilmer Calderon, David Selby, Adam Rodriguez, Jeff Daniel Phillips",Five men wake up in a locked-down warehouse with no memory of who they are. They are forced to figure out who is good and who is bad to stay alive.,6.5,28406,3700000.0,26403.0,3419456.0,44.0,87.0,61.0
45923,tt0450385,1408,1408,2007,2007-08-31,"Fantasy, Horror, Mystery",104,USA,English,Mikael Håfström,"Matt Greenberg, Scott Alexander",Dimension Films,"John Cusack, Tony Shalhoub, Len Cariou, Isiah Whitlock Jr., Jasmine Jessica Anthony, Paul Birchard, Margot Leicester, Walter Lewis, Eric Meyers, David Nicholson, Holly Hayes, Alexandra Silber, Johann Urb, Andrew Lee Potts, Emily Harvey","A man who specialises in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.",6.8,245370,25000000.0,71985628.0,132033383.0,64.0,622.0,306.0
45946,tt0451069,The Gospel,The Gospel,2005,2005-10-07,"Drama, Music",105,USA,English,Rob Hardy,Rob Hardy,Rainforest Films,"Boris Kodjoe, Idris Elba, Nona Gaye, Clifton Powell, Aloma Wright, Donnie McClurkin, Omar Gooding, Tamyra Gray, Keshia Knight Pulliam, Michael J. Pagan, Sean Nelson, Hezekiah Walker, Dwayne Boyd, Tony Vaughn, Justin Hires","This is a story about a successful young R&B singer that has an unlikely homecoming when his father, the bishop, becomes ill.",4.9,1968,4000000.0,15778152.0,15778152.0,46.0,71.0,24.0
45948,tt0451079,Horton Hears a Who!,Horton Hears a Who!,2008,2008-03-14,"Animation, Adventure, Comedy",86,USA,English,"Jimmy Hayward, Steve Martino","Cinco Paul, Ken Daurio",Blue Sky Studios,"Jim Carrey, Steve Carell, Carol Burnett, Will Arnett, Seth Rogen, Dan Fogler, Isla Fisher, Jonah Hill, Amy Poehler, Jaime Pressly, Charles Osgood, Josh Flitter, Niecy Nash, Jesse McCartney, Shelby Adamowsky",Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.,6.8,123422,85000000.0,154529439.0,297138014.0,71.0,154.0,194.0
46019,tt0452594,The Break-Up,The Break-Up,2006,2006-07-21,"Comedy, Drama, Romance",106,USA,English,Peyton Reed,"Jeremy Garelick, Jay Lavender",Universal Pictures,"Vince Vaughn, Jennifer Aniston, Joey Lauren Adams, Cole Hauser, Jon Favreau, Jason Bateman, Judy Davis, Justin Long, Ivan Sergei, John Michael Higgins, Ann-Margret, Vernon Vaughn, Vincent D'Onofrio, Elaine Robinson, Jane Alderman","In a bid to keep their luxurious condo from their significant other, a couple's break-up proceeds to get uglier and nastier by the moment.",5.8,119209,52000000.0,118703275.0,204963084.0,45.0,512.0,188.0
46023,tt0452623,Gone Baby Gone,Gone Baby Gone,2007,2008-06-06,"Crime, Drama, Mystery",114,USA,English,Ben Affleck,"Ben Affleck, Aaron Stockard",Miramax,"Casey Affleck, Michelle Monaghan, Morgan Freeman, Ed Harris, John Ashton, Amy Ryan, Amy Madigan, Titus Welliver, Michael Kenneth Williams, Edi Gathegi, Mark Margolis, Madeline O'Brien, Slaine, Trudi Goodman, Matthew Maher","Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",7.6,237963,19000000.0,20292962.0,34612443.0,72.0,544.0,262.0
46030,tt0452637,Lady in the Water,Lady in the Water,2006,2006-08-11,"Drama, Fantasy, Mystery",110,USA,English,M. Night Shyamalan,M. Night Shyamalan,Warner Bros.,"Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright, Bob Balaban, Sarita Choudhury, Cindy Cheung, M. Night Shyamalan, Freddy Rodríguez, Bill Irwin, Mary Beth Hurt, Noah Gray-Cabey, Joseph D. Reitman, Jared Harris, Grant Monohon, John Boyd","Apartment building superintendent Cleveland Heep rescues what he thinks is a young woman from the pool he maintains. When he discovers that she is actually a character from a bedtime story who is trying to make the journey back to her home, he works with his tenants to protect his new friend from the creatures that are determined to keep her in our world.",5.5,91943,70000000.0,42285169.0,72785169.0,36.0,1072.0,288.0
46039,tt0452681,The Santa Clause 3: The Escape Clause,The Santa Clause 3: The Escape Clause,2006,2006-11-24,"Adventure, Comedy, Family",97,USA,English,Michael Lembeck,"Ed Decter, John J. Strauss",Walt Disney Pictures,"Tim Allen, Elizabeth Mitchell, Eric Lloyd, Judge Reinhold, Wendy Crewson, Spencer Breslin, Liliana Mumy, Martin Short, Ann-Margret, Alan Arkin, Abigail Breslin, Art LaFleur, Aisha Tyler, Kevin Pollak, Jay Thomas","Santa, aka Scott Calvin, is faced with double-duty: how to keep his new family happy, and how to stop Jack Frost from taking over Christmas.",4.7,30005,12000000.0,84500122.0,110768122.0,32.0,114.0,80.0
46041,tt0452694,The Time Traveler's Wife,The Time Traveler's Wife,2009,2009-08-14,"Drama, Fantasy, Romance",107,USA,English,Robert Schwentke,"Bruce Joel Rubin, Audrey Niffenegger",New Line Cinema,"Michelle Nolden, Alex Ferris, Arliss Howard, Eric Bana, Katherine Trowell, Bart Bedford, Esther Jun, Matt Birman, Craig Snoyer, Rachel McAdams, Carly Street, Romyen Tangsubutra, Brooklynn Proulx, Jane McLean, Ron Livingston","A Chicago librarian has a gene that causes him to involuntarily time travel, creating complications in his marriage.",7.1,134679,39000000.0,63414846.0,101344412.0,47.0,261.0,217.0
46043,tt0452702,Vacancy,Vacancy,2007,2007-06-15,"Horror, Thriller",85,USA,English,Nimród Antal,Mark L. Smith,Screen Gems,"Kate Beckinsale, Luke Wilson, Frank Whaley, Ethan Embry, Scott Anderson, Mark Casella, David Doty, Norm Compton, Caryn Mower, Meegan Godfrey, Kym Stys, Andrew Fiscella, Dale Waddington, Ernest Misko, Bryan Ross","A married couple becomes stranded at an isolated motel and finds hidden video cameras in their room. They soon realize that unless they escape, they'll be the next victims of a snuff film.",6.2,90735,19000000.0,19363565.0,35300645.0,54.0,330.0,227.0
46045,tt0452711,Never Been Thawed,Never Been Thawed,2005,2005-04-15,Comedy,87,USA,English,Sean Anders,"Sean Anders, Chuck LeVinus",Slippery Chicken Pictures,"Greg Behrendt, Kent Voss, Sean Anders, Mike Gordon, Blair Arndt, Allen Zwolle, Shelly Frasier, John Angelo, Scott Isham, John Morris, Marco Davanzo, C.J. Cotton, Nate Bandow, Stephen D. Doerr, Mary Beth Rudy",Shawn is the founder of the Mesa Frozen Entree Enthusiasts Club. He has inspired this group of fanatical collectors to attempt to host the world's first Frozen Entree Enthusiasts Convention...,6.0,349,35000.0,47219.0,47219.0,41.0,23.0,14.0
46080,tt0453453,Beer League,Beer League,2006,2006-09-15,"Comedy, Sport",86,USA,English,Frank Sebastiano,"Frank Sebastiano, Artie Lange",Identity Films (I),"Artie Lange, Ralph Macchio, Anthony DeSando, Cara Buono, Jimmy Palumbo, Joe Lo Truglio, Jerry Minor, Seymour Cassel, Michael Deeg, Laurie Metcalf, Elizabeth Regen, Maddie Corman, Frank Pellegrino, Daniel Tay, Keren Gilbert",An unemployed slacker inspires his softball teammates to improve their game so they won't get kicked out of the local league.,5.9,7514,2800000.0,472185.0,472185.0,40.0,58.0,23.0
46085,tt0453494,Hoot,Hoot,2006,2006-05-05,"Adventure, Comedy, Family",91,USA,English,Wil Shriner,"Wil Shriner, Carl Hiaasen",Hoot Productions LLC,"Luke Wilson, Logan Lerman, Brie Larson, Tim Blake Nelson, Cody Linley, Neil Flynn, Clark Gregg, Kiersten Warren, Jessica Cauffiel, Dean Collins, Robert Wagner, Eric Phillips, Jimmy Buffett, John Archie, Robert Donner","A young man (Lerman) moves from Montana to Florida with his family, where he's compelled to engage in a fight to protect a population of endangered owls.",5.5,7543,15000000.0,8117637.0,8224998.0,46.0,71.0,49.0
46096,tt0453562,42,42,2013,2013-04-12,"Biography, Drama, Sport",128,USA,English,Brian Helgeland,Brian Helgeland,Warner Bros.,"Chadwick Boseman, Harrison Ford, Nicole Beharie, Christopher Meloni, Ryan Merriman, Lucas Black, André Holland, Alan Tudyk, Hamish Linklater, T.R. Knight, John C. McGinley, Toby Huss, Max Gail, Brad Beyer, James Pickens Jr.","In 1947,",7.5,79204,40000000.0,95020213.0,97470701.0,62.0,234.0,220.0
46127,tt0454792,Bubble,Bubble,2005,2006-01-27,"Crime, Drama, Mystery",73,USA,English,Steven Soderbergh,Coleman Hough,Extension 765,"Debbie Doebereiner, Omar Cowan, Dustin James Ashley, Phyllis Workman, Laurie L. Wee, Daniel R. Christian, Misty Wilkins, Madison Wilkins, K. Smith, Decker Moody, Thomas R. Davis, Ross Clegg, Scott Smeeks, M. Stephen Deem, Leonora K. Hornbeck","Set against the backdrop of a decaying Midwestern town, a murder becomes the focal point of three people who work in a doll factory.",6.6,7426,1600000.0,145626.0,260925.0,63.0,112.0,106.0
46142,tt0454919,Pulse,Pulse,2006,2006-09-08,"Horror, Sci-Fi",90,USA,English,Jim Sonzero,"Wes Craven, Ray Wright",The Weinstein Company,"Kristen Bell, Ian Somerhalder, Christina Milian, Rick Gonzalez, Jonathan Tucker, Samm Levine, Octavia Spencer, Ron Rifkin, Joseph Gatt, Kel O'Neill, Zach Grenier, Riki Lindhome, John Burke, Mike J. Regan, Steve Tom","When their computer hacker friend accidentally channels a mysterious wireless signal, a group of co-eds rally to stop a terrifying evil from taking over the world.",4.8,27324,20500000.0,20264436.0,29907685.0,27.0,260.0,151.0
46161,tt0455326,Aqua Teen Hunger Force Colon Movie Film for Theaters,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,2007-04-13,"Animation, Action, Adventure",86,USA,English,"Matt Maiellaro, Dave Willis","Matt Maiellaro, Dave Willis",Adult Swim,"Dana Snyder, Carey Means, Dave Willis, Andy Merrill, Mike Schatz, Matt Maiellaro, C. Martin Croker, Fred Armisen, Bruce Campbell, George Lowe, Chris Ward, Chris Kattan, Neil Peart, Isaac Hayes III, Tina Fey","An action epic that explores the origins of Master Shake, Frylock, and Meatwad, better known as the Aqua Teen Hunger Force, who somehow become pitted in a battle over an immortal piece of exercise equipment.",6.7,12976,750000.0,5520368.0,5520368.0,54.0,75.0,81.0
46178,tt0455760,Dead Silence,Dead Silence,2007,2007-03-16,"Horror, Mystery, Thriller",89,USA,English,James Wan,"Leigh Whannell, James Wan",Universal Pictures,"Ryan Kwanten, Amber Valletta, Donnie Wahlberg, Michael Fairman, Joan Heney, Bob Gunton, Laura Regan, Dmitry Chepovetsky, Judith Roberts, Keir Gilchrist, Steven Taylor, David Talbot, Steve Adams, Shelley Peterson, Enn Reitel","A young widower returns to his hometown to search for answers to his wife's murder, which may be linked to the ghost of a murdered ventriloquist.",6.2,80398,20000000.0,16809076.0,22217407.0,34.0,334.0,173.0
46186,tt0455857,When a Stranger Calls,When a Stranger Calls,2006,2006-05-12,"Horror, Thriller",87,USA,English,Simon West,"Jake Wade Wall, Steve Feke",Screen Gems,"Camilla Belle, Tommy Flanagan, Katie Cassidy, Tessa Thompson, Brian Geraghty, Clark Gregg, Derek de Lint, Kate Jennings Grant, David Denman, Arthur Young, Madeline Carroll, Steve Eastin, John Bobek, Brad Surosky, Karina Logue","During a babysitting gig, a high-school student is harassed by an increasingly threatening prank caller.",5.1,40922,15000000.0,47860214.0,66966987.0,27.0,484.0,157.0
46195,tt0455958,The Groomsmen,The Groomsmen,2006,2006-09-22,"Comedy, Drama, Music",98,USA,English,Edward Burns,Edward Burns,Marlboro Road Gang Productions,"Edward Burns, Heather Burns, John Leguizamo, Matthew Lillard, Donal Logue, Jay Mohr, Brittany Murphy, Shari Albert, Jessica Capshaw, Spencer Fox, Kevin Kash, Amy Leonard, Arthur J. Nascarella, John F. O'Donohue, Joe Pistone",A groom (Ed Burns) and his four attendants wrestle with issues related to friendship and maturity a week before the big day.,6.1,4196,3000000.0,128911.0,818970.0,57.0,33.0,20.0
46196,tt0455960,The Hitcher,The Hitcher,2007,2007-06-01,"Crime, Thriller",84,USA,English,Dave Meyers,"Eric Red, Jake Wade Wall",Focus Features,"Sean Bean, Sophia Bush, Zachary Knighton, Neal McDonough, Kyle Davis, Skip O'Brien, Travis Schuldt, Danny Bolero, Jeffrey Hutchinson, Yara Martinez, Lauren Cohn, Michael J. Fisher, Joe Self, Brad Robinson, Kurt Grossi",A serial killer pins his crimes on two college students who gave him a ride.,5.6,39103,10000000.0,16472961.0,25399945.0,28.0,283.0,183.0
46276,tt0457308,Come Early Morning,Come Early Morning,2006,2007-08-31,"Drama, Romance",97,USA,English,Joey Lauren Adams,Joey Lauren Adams,Bold Films,"Ashley Judd, Jason T. Davis, Richard Lee Crow, Laura Prepon, Christine Renee Ward, Candyce Hinkle, Scott Wilson, Tim Blake Nelson, Pat Corley, Diane Ladd, Wally Welch, Ritchie Montgomery, Jeffrey Donovan, Rick Dial, Nancy Wilder","A thirty-something southern woman searches for love, despite the burdens she carries with her.",6.1,2495,6000000.0,119452.0,161408.0,64.0,28.0,36.0
46283,tt0457400,Land of the Lost,Land of the Lost,2009,2009-07-31,"Action, Adventure, Comedy",102,USA,English,Brad Silberling,"Chris Henchy, Dennis McNicholas",Universal Pictures,"Will Ferrell, Anna Friel, Danny McBride, Jorma Taccone, John Boylan, Matt Lauer, Bobb'e J. Thompson, Sierra McCormick, Shannon Lemke, Steven Wash Jr., Brian Huskey, Kevin Buitrago, Noah Crawford, Jon Kent Ethridge, Logan Manus","On his latest expedition, Dr. Rick Marshall is sucked into a space-time vortex alongside his research assistant and a redneck survivalist. In this alternate universe, the trio make friends with a primate named Chaka, their only ally in a world full of dinosaurs and other fantastic creatures.",5.3,61473,100000000.0,49438370.0,68777554.0,32.0,257.0,151.0
46286,tt0457433,Perfect Stranger,Perfect Stranger,2007,2007-04-13,"Crime, Drama, Horror",109,USA,English,James Foley,"Todd Komarnicki, Jon Bokenkamp",Revolution Studios,"Halle Berry, Bruce Willis, Giovanni Ribisi, Richard Portnow, Gary Dourdan, Florencia Lozano, Nicki Aycox, Kathleen Chalfant, Gordon MacDonald, Daniella Van Graas, Paula Miranda, Patti D'Arbanville, Clea Lewis, Amara Zaragoza, Gerry Becker","A journalist goes undercover to ferret out businessman Harrison Hill as her childhood friend's killer. Posing as one of his temps, she enters into a game of online cat-and-mouse.",5.7,43019,60795000.0,23984949.0,73090611.0,31.0,183.0,165.0
46288,tt0457452,The Reception,The Reception,2005,2005-04-23,"Comedy, Drama, Romance",80,USA,English,John G. Young,John G. Young,Black Water Films,"Maggie Burkwit, Chris Burmester, Darien Sills-Evans, Wayne Lamont Sims, Pamela Stewart","The complex relationship between a wealthy French woman and her best friend a, gay black American, is thrown into turmoil when her estranged daughter comes to visit them with her new ...",5.8,181,5000.0,18389.0,18389.0,64.0,8.0,13.0
46312,tt0457939,The Holiday,The Holiday,2006,2006-12-08,"Comedy, Romance",136,USA,English,Nancy Meyers,Nancy Meyers,Columbia Pictures,"Cameron Diaz, Kate Winslet, Jude Law, Jack Black, Eli Wallach, Edward Burns, Rufus Sewell, Miffy Englefield, Emma Pritchard, Sarah Parish, Shannyn Sossamon, Bill Macy, Shelley Berman, Kathryn Hahn, John Krasinski","Two women troubled with guy-problems swap homes in each other's countries, where they each meet a local guy and fall in love.",6.9,224458,85000000.0,63224849.0,205135175.0,52.0,534.0,165.0
46334,tt0458481,Sin City: A Dame to Kill For,Sin City: A Dame to Kill For,2014,2014-08-25,"Action, Crime, Thriller",102,USA,English,"Frank Miller, Robert Rodriguez","Frank Miller, Frank Miller",Aldamisa Entertainment,"Mickey Rourke, Jessica Alba, Josh Brolin, Joseph Gordon-Levitt, Rosario Dawson, Bruce Willis, Eva Green, Powers Boothe, Dennis Haysbert, Ray Liotta, Christopher Meloni, Jeremy Piven, Christopher Lloyd, Jaime King, Juno Temple",Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,6.5,144066,65000000.0,13757804.0,39407616.0,46.0,256.0,356.0
46466,tt0461770,Enchanted,Enchanted,2007,2007-12-14,"Animation, Comedy, Family",107,USA,English,Kevin Lima,Bill Kelly,Walt Disney Pictures,"Amy Adams, Patrick Dempsey, James Marsden, Timothy Spall, Idina Menzel, Rachel Covey, Susan Sarandon, Julie Andrews, Jeff Bennett, Kevin Lima, Emma Rose Lima, Teala Dunn, Fred Tatasciore, Courtney Williams, William Huntley","A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil queen, where she falls in love with a lawyer.",7.0,168031,85000000.0,127807262.0,340487652.0,75.0,414.0,228.0
46488,tt0462200,Black Snake Moan,Black Snake Moan,2006,2007-05-18,"Drama, Music",116,USA,English,Craig Brewer,Craig Brewer,Paramount Classics,"Samuel L. Jackson, Christina Ricci, Justin Timberlake, S. Epatha Merkerson, John Cothran, David Banner, Michael Raymond-James, Adriane Lenox, Kim Richards, Neimus K. Williams, Leonard L. Thomas, Ruby Wilson, Claude Phillips, Amy Lavere, Clare Grant","A God-fearing bluesman takes to a wild young woman who, as a victim of childhood sexual abuse, looks everywhere for love, never quite finding it.",6.9,59030,15000000.0,9396870.0,10903846.0,52.0,218.0,197.0
46492,tt0462229,Code Name: The Cleaner,Code Name: The Cleaner,2007,2007-12-07,"Action, Comedy, Crime",84,USA,English,Les Mayfield,"Robert Adetuyi, George Gallo",New Line Cinema,"Cedric the Entertainer, Lucy Liu, Nicollette Sheridan, Mark Dacascos, Callum Keith Rennie, Niecy Nash, DeRay Davis, Will Patton, Kevin McNulty, Beau Starr, Bart Anderson, Tom Butler, Robert Clarke, Rick Tae, Kurt Max Runte","An amnesiac wakes up in a hotel room next to a dead FBI agent and $250,000. Is the sexy lady in the lobby his wife? Is he a spy or a cleaner?",4.6,10901,20000000.0,8135024.0,10337477.0,33.0,30.0,52.0
46496,tt0462244,Daddy Day Camp,Daddy Day Camp,2007,2007-10-19,"Comedy, Family",89,USA,English,Fred Savage,"Geoff Rodkey, J. David Stem",TriStar Pictures,"Cuba Gooding Jr., Lochlyn Munro, Richard Gant, Tamala Jones, Paul Rae, Joshua David McLerran, Spencir Bridges, Brian Doyle-Murray, Dallin Boyce, Telise Galanis, Taggart Hurtubise, Molly Jepson, Tad D'Agostino, Tyger Rawlings, Talon G. Ackerman","Seeking to offer his son the satisfying summer camp experience that eluded him as a child, the operator of a neighborhood daycare center opens his own camp, only to face financial hardship and stiff competition from a rival camp.",3.1,14784,6000000.0,13235267.0,18197398.0,13.0,42.0,53.0
46506,tt0462338,The Hoax,The Hoax,2006,2007-08-03,"Comedy, Drama",116,USA,English,Lasse Hallström,"William Wheeler, Clifford Irving",Miramax,"David Aaron Baker, John Carter, Judi Barton, Raul S. Julia, James Biberi, Richard Gere, Hope Davis, Christopher Evan Welch, Okwui Okpokwasili, Alfred Molina, Bob Wiltfong, William Fowle, Marcia Gay Harden, Julie Delpy, Antonie Knoppers","In what would cause a fantastic media frenzy,",6.7,15679,25000000.0,7164995.0,11772461.0,70.0,72.0,142.0
46513,tt0462395,Larry the Cable Guy: Health Inspector,Larry the Cable Guy: Health Inspector,2006,2006-03-24,"Comedy, Romance",89,USA,English,Trent Cooper,"Jonathan Bernstein, James Greer",Full Sail Real World Education,"Larry the Cable Guy, David Koechner, Michael Papajohn, Phyllis Alexion, Tony Hale, Thomas F. Wilson, Iris Bahr, Eric Esteban, Brooke Dillman, Joanna Cassidy, Rahman Khan, Megyn Price, Arian Ash, Bruce Bruce, Tom Hillmann","A slovenly cable repairman becomes a big city Health Inspector, and is tasked with uncovering the source of a food poisoning epidemic.",3.3,9576,4000000.0,15680099.0,15680099.0,21.0,115.0,36.0
